comentario;sentimento
it is a wonderful innovation and a great technological companion happy with my buy;1
its freaking brilliant controls my tv smitch lights and plug now i find it awkward to use conventional switches for turning lights on off whenever im not in my room ;1
as expected works well;1
good product at this price range;1
no battery requiredvoice recognition attention is good;1
a smart speaker from google it is a fun thing to talk with google assistant and also helpful to manage the smart devices and appliances at your household;1
very sweet voice;1
satisfied ;1
good product;1
very good google assistant mr 4499 rs1999;1
nice product purchased it 1499 value for money;1
realistic and fun to use alexa google assistant especially if you try hindi features google assistant alexa;1
good;1
very useful purchase;1
very good assistant still alexa answers smart over google;1
love it its fulfilled my requirement;1
very nice products;1
some times didnt recognise your voice mainly in hindi language if is it fixed in update it ll be awesome user experience;1
amazing productgo for it;1
awesome product;1
connectivity voice is good;1
good product;1
nice product;1
no apple music integration otherwise its good;1
great product awesome sound for such small size only con is that the power cable is a barrel plug cable instead of a typec connector cable;1
awesome product;1
dont buy it friends you need youtube music premium subscription to listen your favourite songs you cant speak google to play your favorite songs you have to listen what google want to listen you;1
bought at an attractive price working fine cheap and best among these categories;1
so beautiful;1
i liked the product and its very easy to use;1
product is really good speaker quality is awesome it hears from very far as well;1
good;1
best;1
the product is best;1
excellent product;1
sound quality is good;1
incredible product;1
good;1
great;1
excellent sound quality;1
sometimes it dont listen and it required always internet and no battery but good as a speaker and questions session;1
best quality;1
only concern is it needs a dedicated internet hotspot to work y;1
its really cool and understand hindi;1
owsm;1
excellent;1
very good for home to make and manage smart device smartly sound quality is clear;1
must have at home super easy to operate;1
well it has many uses but the thing you cant yell at it what neighbors thinkthats the only issue i have at this moment and if they can implement on device response without internet it will be useful and i am happy with how it is helping out me with so many things;1
not better than alexa many a times despite beign google this machine doesnt give desired results even for the music which otherwise we can find easy on youtube it doesnt take the command proper and plays something else;1
very nice product;1
excellent sound very accurate;1
i got this product for 700rs im happy with this product;1
nice thing;1
amazing product i would give it 5 start if it wasnt for the encountered a problem glitch but it only happens sometimes;1
good;1
the best speaker;1
needs more improvement on usability to play music set alarms broadcasting and to manage other smart devices is very good but need software updates to add repeated tasks instead of manually adding in routines sound quality is awesome for a small room;1
the technology behind this smart speaker is great it understands you well searches any song answers to your queries play podcasts you can listen to news set reminders it gives you notifications and play sounds for your sleep well it is amazing and does a lot more things sound is really great for the price it connects easily to your chromecast being a google mic was weak when we used in summer due to fan use but in winters there has not been any problem faced with mic;1
nice experience with google nest doing well;1
good product;1
nice performance;1
best;1
must have product for home automation;1
good;1
good one;1
its great to have this device to control smart devices otherwise it is just a costly toy even your phone can do all these if there are no smart devicesmost important thing to disable isolation mode on your router before you kick start the setup else it make you sweat same applies when connecting to access points or extenderscheers;1
i like the product got for 1500rs;1
its really good volume is also good i loved d message broadcast feature;1
the device built is great and the response is also apt it can a so many things great device;1
very good and clear sound only one demerit for not available of battery backup only power given through ac source;1
sound quality awesomeai response awesomelooks wise awesomeas compare to alexa google mini is far better due to accessibility of you tube music we can find any type of musicvideo there;1
