comentario;sentimento
dont but this product in one day use it is not working heating not happend;0
very small;0
very bad product baby has manny rashes;-1
very bad daiper;-1
if you need an oven just to reheat boil and for basic cooking purpose this oven will work for you;0
decent book;0
not recommended its a waste product;1
bad quality its very leaked;-1
cost is too much;0
product is good but service is extremely bad;0
booked it on 25th jan flipkart has promised me to deliver it by 31st january i have not received it till now but got a message which says your product has been delivered thank you for shopping with us delivered to whom when whymade a complaint but i guess i need to wait for another 45 days;0
not good;-1
very nice geyser heats very quickly and it is completely silent geyser;1
this product is not holding the heat after 1st use;0
got broken in just 1 week;-1
no use;0
very nice productgo for with;1
nice fragrance of unisex perfume stay for a long time me and my son is using we loved it;1
so small size;-1
nice and value for money;1
awesome product;1
not as expected;-1
very oosam;1
worst productpls dont buy;-1
its poor football ;-1
waste of money storage capacity is very low ;-1
pillow cover are not in same size;0
bad;-1
nice product easy installation with video quality product;1
all seeds are good condition 90 garminate;1
i purchased this product from flipkart with amazing discount over one year passed this product is working very well thank you flipkart for this amazing product and fabulous delivery;1
good product;1
this bella vita oud perfume has good nice fragrance which stays on you for good decent time if you are familiar with oud than you will definitely love this one it has good longevity of 56 hrs with 12 hrs of projection overall 5 starthis perfume has amazing and long lasting fragrance the best part is that anyone can use it both male and female the fragrance is too rich and lasts long upto 12 hrs must buy if you are perfume lover and its super affordable;1
great product as expected;1
love you delhivery boy and flipkart;1
its ok good;0
the air is leaking from football in 1 day the football is flati dont reccomend this at all;-1
it is awesome sound is perfectassistant is also awesome;1
finish;0
not pure cotton;0
good product for this range;1
please dont buyvery low quality leakage pee;-1
small holes in the masks;0
very poor quality;-1
bajaj;0
very good product;1
very nice product perfumes fragranc very good and so long lasting and also very pocket friendly;1
muccard broblem;0
happy;1
delivery and installation service is very fast and product finishing is also goodproduct of quality i will share after use 1 or 2 later;1
quality issues;-1
very good;1
different;0
not good you feel water inside;0
very awful quality;-1
glue is week coming off;-1
not worth for money;-1
avrage deal;0
good prouduct;1
good product worth of money;1
chip material;0
i tried many phones to connect to the purifier both apple of and android basedmotorola but it only worked with my friends mi phone i did reset the connection before each try even the share device function didnt work;0
nice kajal;1
we didnt get the rice plate in the package so it is hard to clean once cooking is done otherwise it is good;0
nyc kajal;1
bought it in flipkart december sale got it in 75k which is nice deal for this product many reviews suggested that they didnt get the starter kit as mentioned so i checked with the seller omnitechretail whether they provide the starter kit or not;1
product is good but the lid is very thin;0
fast;0
best product in this range buy it without any hesitation;1
not bad;0
installatiin is so smooth thanks;1
waste of money;-1
best;1
quality good very nice thanku;1
bed quality;0
wondarful this itams;0
overall good quality the price didnt justify the item but its okay because according to online shopping and free deliverythe cable quality is really awesome i didnt excepted such awesome and strong cable qualityoverall this is good microphone for smartphonesplease dont take any explanation any noise reduction from this microphone afterall it is generic microphone without any pre amplifier or amplifier or any circuit inside itand the most important thing is that the cable length is ;1
poor quality;-1
its really good;1
quality was not good always leaked;-1
not saticfied;-1
bad product;-1
very bad quality product i am very angry babys skin is also affected please no one buy this total waste of money very disappointed;-1
slow speed;0
diapers are very low quality;-1
overall watch is nice but little small in dial size and little bigger in size but quality is very good its water resistant until 30 mno damages but problem is that if any problem arrives in future then repairing should be done from certified timex showroom only other watchworkers cant repair it as it contains electronic parts which is very minute in sizesince its chain plucked my hairs but its okay anyways the watch is super cool and best in affordability;1
not reached expectationsbut overall it was a good product to buy;0
